tahun_masuk,jenis_kelamin,id_prodi,id_status_masuk_mahasiswa,sks,kode_tahun_ajaran,id_status_mahasiswa,IPS1,IPS2,IPS3,IPS4,IPS5,IPS6,IPS7,IPS8
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.52,20202,L,3.73,3.66,3.74,3.52,3.70,3.75,3.77,3.75
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.46,20221,L,3.55,3.68,3.62,0.00,0.00,0.00,3.46,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.14,20212,L,3.50,3.63,3.82,3.50,3.77,3.14,3.59,3.25
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.48,20212,L,3.69,3.75,3.28,3.16,3.52,3.48,3.57,3.69
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.45,20221,L,3.21,3.41,3.12,3.11,3.45,3.52,3.45,3.42
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.90,20221,L,3.35,3.35,3.50,3.60,3.42,3.61,3.90,0.12
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.56,20191,L,3.56,3.57,3.42,3.34,3.54,3.53,3.75,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.57,20211,L,3.69,3.68,3.88,3.50,3.57,3.66,3.57,3.68
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.77,20201,L,3.65,3.65,3.77,3.66,3.36,3.61,3.79,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.70,20201,L,3.65,3.55,3.70,3.89,3.75,3.75,3.70,3.73
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,2.61,20221,L,3.58,3.66,3.80,3.85,3.82,3.78,2.61,3.34
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.74,20212,L,3.41,3.37,3.49,3.36,3.53,3.74,3.85,3.88
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.70,20211,L,3.28,1.24,3.48,3.60,3.70,3.73,3.75,3.65
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.25,20192,L,3.74,3.25,3.60,3.72,3.70,3.59,3.73,3.78
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.91,20222,L,3.60,3.85,3.78,3.86,3.90,0.00,0.00,3.91
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.50,20222,L,3.43,3.65,3.46,3.55,3.52,3.79,3.36,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.68,20201,L,2.23,3.23,3.68,3.00,3.45,3.14,3.50,3.45
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.58,20191,L,3.58,3.64,3.58,3.61,3.65,3.64,3.90,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,2.98,20191,L,2.98,3.42,3.39,3.11,3.57,3.29,3.79,1.15
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.50,20221,L,3.73,3.67,3.95,3.00,3.82,3.73,3.50,3.59
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.64,20221,L,3.57,3.75,3.60,3.69,2.75,0.00,3.64,3.77
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,2.92,20212,N,3.57,3.59,3.73,3.72,3.75,2.92,3.50,2.53
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.43,20202,N,3.30,3.40,3.44,3.43,3.34,3.11,2.11,3.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.50,20202,N,3.63,3.34,3.47,3.50,3.48,3.64,4.00,3.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.67,20202,N,3.27,3.06,3.58,3.67,3.75,0.00,0.00,3.25
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.79,20211,N,3.32,3.55,3.50,3.65,3.79,3.50,3.25,3.36
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.50,20211,N,3.57,3.58,3.82,0.00,3.50,3.64,3.75,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.34,20222,N,3.68,3.52,3.27,3.41,3.58,3.61,4.00,3.34
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.50,20222,N,3.23,3.32,3.57,3.52,3.59,3.47,3.68,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.64,20221,N,3.62,3.45,3.48,3.70,3.69,3.81,3.64,3.45
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.70,20221,N,3.90,3.89,3.98,3.88,2.88,3.75,3.70,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.74,20191,N,3.74,3.83,3.84,0.00,0.00,0.00,0.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.25,20212,N,3.49,3.52,3.46,3.44,3.65,3.25,3.52,3.22
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.51,20202,N,3.36,3.32,3.49,3.51,3.71,3.43,3.65,3.53
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.52,20202,N,3.48,3.61,3.50,3.52,3.73,3.66,3.71,3.75
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.52,20212,N,3.52,3.57,3.61,3.59,3.48,3.52,3.82,3.68
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.27,20191,N,3.27,2.59,2.43,3.02,3.05,2.36,2.73,0.75
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.86,20221,N,3.36,3.27,3.27,3.20,3.14,3.27,3.86,3.73
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.45,20191,N,3.45,3.43,3.48,3.51,3.54,0.00,0.00,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.50,20222,N,3.45,3.60,3.70,3.66,3.70,3.75,3.79,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.86,20212,N,3.60,3.75,3.80,0.00,0.00,3.86,3.84,3.84
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.83,20221,N,3.57,3.55,3.50,3.70,3.71,3.61,3.83,3.70
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.41,20201,N,3.25,3.36,3.41,3.70,3.61,3.30,3.92,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.36,20201,N,3.55,3.41,3.36,3.46,3.64,3.70,4.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.34,20191,N,3.34,2.92,2.41,2.41,2.25,2.22,2.48,1.09
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.71,20221,N,3.73,3.63,3.64,0.00,0.00,3.25,3.71,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.73,20212,N,3.19,2.67,1.56,1.42,2.31,3.73,3.86,3.25
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,1.03,20212,N,3.45,3.50,3.60,0.00,0.00,1.03,1.22,2.06
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,2.88,20212,N,3.38,3.61,3.00,2.16,1.78,2.88,2.61,1.75
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.43,20221,N,3.63,3.61,3.84,3.62,3.88,3.50,3.43,3.36
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.37,20191,N,3.37,3.53,3.66,3.44,3.50,3.38,3.79,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.61,20211,N,3.58,3.35,3.54,0.00,3.61,3.52,3.50,3.45
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,0.00,20211,N,3.85,3.92,3.85,3.75,0.00,0.00,0.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.31,20211,N,3.70,3.70,3.61,3.44,3.31,3.55,3.43,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,0.00,20212,N,0.57,3.24,3.32,3.49,3.00,0.00,0.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,0.00,20212,N,3.40,3.48,3.54,3.52,3.62,0.00,2.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.80,20212,N,3.25,3.50,3.39,3.48,3.41,3.80,3.94,3.75
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.09,20191,N,3.09,3.32,3.49,3.45,3.33,3.44,3.77,3.25
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.61,20201,L,3.60,3.58,3.61,3.80,3.70,3.90,3.85,3.77
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.52,20211,L,3.64,3.57,3.45,3.52,3.52,3.75,3.59,3.53
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.84,20191,L,3.84,3.64,3.70,3.86,3.93,3.80,3.88,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.30,20191,L,3.30,3.18,2.55,3.05,2.73,1.91,3.43,1.32
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.40,20211,L,3.73,3.83,3.75,3.50,3.40,3.59,3.68,3.61
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.76,20201,L,3.73,3.74,3.76,3.69,3.65,3.58,3.93,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.45,20201,L,3.27,3.48,3.45,3.32,3.09,3.48,3.15,3.28
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,2.99,20201,L,3.78,3.83,2.99,3.44,3.33,3.58,3.71,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,0.00,20212,L,3.48,3.57,3.65,3.62,3.71,0.00,0.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.68,20222,L,3.40,3.52,3.66,3.60,3.85,0.00,3.50,3.68
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,2.48,20191,L,2.48,2.80,2.77,2.55,2.92,3.44,3.25,2.12
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.78,20192,L,3.66,3.78,3.45,3.76,3.80,3.65,4.00,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,0.00,20202,L,2.95,2.84,2.54,0.00,0.00,0.00,0.00,3.25
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.75,20212,L,3.57,3.68,3.55,3.43,3.68,3.75,3.84,3.82
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.30,20191,L,3.30,3.62,3.27,3.36,3.45,3.45,3.57,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.59,20191,L,3.59,3.34,3.45,3.45,3.57,3.55,4.00,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.20,20191,L,3.20,3.42,3.48,3.54,3.54,3.61,4.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.62,20222,L,3.82,3.82,3.85,3.81,3.82,3.72,3.71,3.62
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.43,20212,L,3.78,3.73,3.78,3.62,3.79,3.43,3.34,3.53
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.62,20202,L,3.79,0.00,0.00,3.62,3.67,3.70,3.84,3.78
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.25,20202,L,3.15,3.52,3.27,3.25,3.57,3.43,3.41,3.34
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.62,20192,L,3.63,3.62,3.64,3.75,3.84,3.67,3.86,3.75
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.50,20191,L,3.50,3.61,3.52,3.57,3.75,3.66,3.50,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.37,20191,L,3.37,3.50,3.52,3.46,3.43,3.45,2.71,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.30,20222,L,3.61,3.52,3.73,3.83,3.75,0.00,3.75,3.30
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.61,20191,L,3.61,3.65,3.68,3.47,3.52,3.50,3.75,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.67,20221,L,3.50,3.52,3.54,3.72,4.00,0.00,3.67,3.84
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.50,20222,L,3.48,3.45,3.55,3.66,3.75,3.68,4.00,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.73,20222,L,3.60,3.66,3.65,3.64,3.75,3.69,3.88,3.73
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.72,20192,L,0.00,3.72,3.64,3.76,3.63,3.50,3.74,3.49
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,0.00,20212,L,3.64,3.73,3.77,3.76,3.71,0.00,0.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.55,20202,L,3.42,3.72,3.75,3.55,3.60,3.36,3.64,3.56
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.74,20221,L,3.53,3.59,3.73,3.64,3.64,3.58,3.74,3.58
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.93,20221,L,3.24,3.10,3.10,3.11,2.89,3.48,3.93,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.66,20201,L,3.55,3.64,3.66,3.59,3.58,3.06,1.86,0.62
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.52,20201,L,3.82,0.00,3.52,3.41,3.30,3.52,3.61,3.36
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.56,20192,L,3.45,3.56,3.46,3.56,3.58,3.53,3.88,3.25
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.77,20212,L,3.82,3.68,3.82,0.00,3.50,3.77,3.55,3.64
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.25,20212,L,3.38,3.28,3.65,0.00,3.50,3.25,3.23,3.48
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.44,20191,L,3.44,3.58,3.46,3.45,3.65,3.62,3.81,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.50,20202,L,3.82,0.00,3.25,3.50,2.70,3.50,3.15,3.14
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.57,20211,L,3.60,3.61,3.62,3.64,3.57,3.70,3.58,3.68
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.62,20211,L,3.52,3.65,3.65,3.75,3.62,3.64,3.85,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.68,20221,L,3.39,3.57,3.59,3.57,3.82,3.75,3.68,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.35,20191,L,3.35,1.68,3.68,3.68,3.82,3.82,3.86,3.83
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.81,20191,L,3.81,3.66,3.52,3.75,3.75,3.69,3.80,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.61,20211,L,3.20,3.50,3.48,3.00,3.61,3.64,3.68,3.64
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.33,20191,L,3.33,3.50,3.54,3.12,3.50,3.45,3.89,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.45,20211,L,3.34,2.64,3.23,1.77,3.45,3.66,3.64,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.66,20211,L,3.36,3.50,3.58,3.31,3.66,3.57,3.64,3.66
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.64,20211,L,3.60,3.55,3.66,1.45,3.64,3.59,3.61,3.60
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.48,20222,L,3.57,3.39,3.64,0.00,0.00,0.00,3.25,3.48
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.41,20191,L,3.41,3.18,3.07,3.23,3.07,3.09,3.30,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.75,20212,L,2.90,3.46,3.27,3.27,3.40,3.75,3.66,3.75
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.59,20201,L,3.58,3.54,3.59,3.50,3.66,3.52,3.64,3.71
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.86,20221,L,3.62,3.50,2.67,0.00,0.00,0.00,3.86,3.68
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.53,20202,L,3.64,0.12,0.34,3.53,3.71,3.59,3.61,3.69
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.50,20192,L,3.25,3.50,3.41,3.46,3.75,0.00,0.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.52,20201,L,3.69,0.00,3.52,3.59,3.52,3.59,3.54,3.75
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.34,20202,L,3.55,3.61,3.25,3.34,3.35,3.60,3.75,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.50,20191,L,3.50,3.57,3.55,3.45,3.60,3.33,3.57,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.48,20211,L,2.72,2.75,3.50,3.73,3.48,3.61,3.50,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.46,20192,N,3.50,3.46,3.48,3.65,3.65,3.58,3.88,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.13,20211,N,3.34,3.41,3.64,3.62,3.13,3.04,3.34,3.16
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.31,20212,N,3.45,3.43,3.55,3.51,3.71,3.31,3.30,3.19
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,0.00,20212,N,3.48,3.65,3.60,3.79,2.29,0.00,0.00,3.25
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.54,20212,N,3.73,3.51,3.75,0.00,3.50,3.54,3.88,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.52,20191,N,3.52,3.50,3.57,3.66,3.69,3.73,4.00,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.00,20191,N,3.00,3.32,3.36,3.59,3.42,3.71,4.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.55,20211,N,3.45,3.50,3.68,3.55,3.55,3.41,3.36,3.64
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.25,20212,N,3.38,3.61,3.57,3.52,3.65,3.25,3.38,1.12
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.52,20211,N,3.77,3.82,3.64,3.82,3.52,3.52,3.58,3.68
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.84,20211,N,3.88,0.00,0.00,3.25,3.84,3.89,3.96,3.75
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.39,20202,N,3.25,3.50,3.65,3.39,3.75,3.68,3.68,3.55
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.44,20202,N,3.75,3.75,3.70,3.44,3.55,3.41,4.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.50,20222,N,3.24,3.34,3.53,2.36,4.00,2.07,0.00,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.61,20212,N,3.50,3.58,2.58,0.00,0.00,3.61,3.73,3.69
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.73,20191,N,3.73,3.79,3.69,3.72,3.88,3.50,3.39,3.38
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.73,20211,N,3.89,0.00,0.00,0.00,3.73,3.75,3.80,3.59
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.58,20192,N,3.61,3.58,3.57,3.55,3.50,3.70,3.64,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.80,20212,N,3.82,3.68,3.74,3.76,3.63,3.80,3.89,3.80
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.42,20202,N,3.25,3.52,3.58,3.42,3.32,3.52,3.59,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.50,20202,N,3.73,3.57,3.46,3.50,3.61,3.51,4.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.86,20222,N,3.87,3.79,3.80,3.50,3.50,3.50,3.52,3.86
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.70,20192,N,3.64,3.70,3.44,3.73,3.61,3.76,3.79,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,0.00,20211,N,3.55,3.43,3.11,3.23,0.00,0.00,0.00,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,2.23,20202,N,3.75,3.77,3.61,2.23,3.31,1.60,0.75,0.81
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.82,20202,N,1.12,0.12,0.35,3.82,3.80,3.82,3.88,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.31,20201,N,1.97,2.30,3.31,3.62,3.61,3.19,3.85,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.45,20191,N,3.45,3.34,3.41,3.16,3.43,3.41,4.00,1.96
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.40,20202,N,3.30,3.45,3.50,3.40,3.41,3.43,3.64,3.64
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.52,20212,N,3.00,0.81,0.94,0.00,0.00,3.52,3.25,3.38
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.77,20212,N,3.52,3.50,3.61,3.15,2.89,3.77,3.91,3.84
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,2.47,20212,N,3.27,3.02,3.23,3.25,3.72,2.47,3.72,3.40
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.59,20202,N,3.88,0.00,3.50,3.59,3.77,3.64,3.89,3.25
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.64,20191,N,3.64,3.59,3.52,3.48,3.52,3.57,4.00,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.61,20191,N,3.61,3.55,3.57,3.61,3.66,3.73,4.00,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,3.28,20221,N,3.30,3.08,3.43,3.18,3.68,1.50,3.28,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a3343etik21,P,4.00,20221,N,3.32,3.58,3.41,3.41,3.61,3.58,4.00,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.75,20211,L,3.30,3.57,3.60,3.71,3.75,3.75,3.70,3.67
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.77,20212,L,3.59,3.41,3.27,3.41,3.45,3.77,3.84,3.82
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.43,20212,L,3.60,3.58,3.69,3.75,3.88,3.43,3.92,0.00
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,0.00,20191,L,0.00,3.25,3.67,3.77,3.60,3.68,3.67,3.67
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.61,20211,L,3.55,3.72,3.55,3.48,3.61,3.68,3.75,3.81
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.48,20211,L,3.70,3.73,3.75,3.75,3.48,3.76,3.71,3.75
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.61,20191,L,3.61,3.80,3.82,3.73,3.61,3.77,3.75,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.69,20211,L,3.77,3.50,3.40,3.52,3.69,3.79,3.85,3.88
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.69,20211,L,3.88,3.50,3.45,3.35,3.69,3.87,3.78,3.77
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.80,20201,L,3.43,3.53,3.80,3.77,3.73,3.82,3.86,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.39,20211,L,3.18,3.50,3.41,0.69,3.39,3.22,3.51,3.32
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.67,20222,L,3.55,3.36,3.58,3.67,3.88,0.00,3.50,3.67
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.19,20221,L,3.34,3.52,3.52,3.48,3.64,3.59,3.19,3.06
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,2.89,20192,L,3.59,2.89,2.84,2.44,2.48,3.29,3.54,1.64
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.31,20191,L,3.31,3.51,3.40,3.36,3.60,3.53,3.88,3.50
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.57,20202,L,3.11,3.36,3.25,3.57,3.76,3.73,3.79,3.75
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.43,20191,L,3.43,3.59,3.57,3.78,3.64,3.75,3.14,3.19
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.27,20221,L,3.72,3.63,3.78,3.81,3.70,3.80,3.27,3.44
2019,Perempuan,00042efb-9c8f-11ec-8c04-3a334pfuad31,P,3.57,20202,L,3.25,3.09,3.12,3.57,3.52,3.55,3.68,3.56
